index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,native-country,Y
10024,24,Private,132652,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
4455,51,Private,132652,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
12031,37,Private,132652,Assoc-voc,11,Separated,Sales,Not-in-family,White,Female,United-States,0
15174,36,?,132652,9th,5,Divorced,?,Own-child,White,Male,United-States,0
6257,23,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
2982,50,Private,132652,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
4550,33,Private,132652,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
8170,36,Local-gov,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
4723,17,Private,132652,10th,6,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,0
13010,24,Private,132652,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
16495,24,Private,132652,Some-college,10,Widowed,Adm-clerical,Own-child,White,Female,United-States,0
2155,33,Local-gov,132652,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,United-States,0
7462,31,Private,132652,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,United-States,0
6555,37,Self-emp-not-inc,132652,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,0
12486,37,Self-emp-not-inc,132652,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,United-States,0
15756,24,Private,132652,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
12097,19,Private,132652,9th,5,Never-married,Sales,Own-child,White,Male,United-States,0
15384,19,Self-emp-not-inc,132652,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
7521,50,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
1769,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
11973,33,Private,132652,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
7936,17,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
10636,31,Private,132652,Bachelors,13,Divorced,Sales,Unmarried,White,Female,United-States,0
681,42,Private,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
5196,32,Private,132652,12th,8,Divorced,Craft-repair,Unmarried,White,Male,United-States,0
4733,28,Private,132652,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,United-States,0
2885,23,Private,132652,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,0
6660,21,State-gov,132652,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
702,17,Private,132652,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
1825,19,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
10797,31,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
15765,32,Private,34572,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
1397,31,Private,132652,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
15569,50,Private,132652,Assoc-acdm,12,Married-civ-spouse,?,Husband,Black,Male,United-States,1
13400,25,Private,132652,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,United-States,0
4748,23,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
14190,17,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
1289,17,Private,132652,11th,7,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,0
6309,19,Private,132652,Assoc-voc,11,Never-married,?,Own-child,White,Female,United-States,0
14118,23,Local-gov,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
9302,23,Private,132652,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,0
7120,17,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
4094,43,?,132652,Some-college,10,Divorced,?,Unmarried,White,Female,United-States,0
14322,41,Private,132652,HS-grad,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
13127,42,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
3134,26,Private,132652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,0
13873,34,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
11792,31,Private,132652,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
2479,42,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
12785,51,Private,132652,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
8721,36,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
10401,32,Private,132652,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
7193,33,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
11144,47,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
4150,29,Private,132652,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
10889,39,Private,132652,Some-college,10,Divorced,Sales,Not-in-family,White,Male,United-States,0
5484,32,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
4082,36,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
4509,19,?,132652,Some-college,10,Never-married,?,Not-in-family,White,Male,United-States,0
11474,23,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
937,36,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
15087,24,?,132652,Bachelors,13,Widowed,?,Not-in-family,Asian-Pac-Islander,Male,United-States,0
13472,17,Self-emp-inc,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,0
14815,17,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
754,21,Private,132652,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
15088,23,Private,132652,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
11613,31,Private,132652,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
14434,42,Private,132652,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,United-States,0
5956,18,Private,132652,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,United-States,0
12543,21,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
711,29,Local-gov,132652,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,White,Female,United-States,0
16868,17,Private,24694,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
8837,36,Federal-gov,132652,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,United-States,0
4177,36,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
15725,23,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
1945,19,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
564,23,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States,1
8532,18,Private,132652,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female,United-States,0
16049,24,?,132652,7th-8th,4,Never-married,?,Not-in-family,Black,Female,United-States,0
16930,17,Private,132652,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
746,40,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
7652,28,Private,132652,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,0
4751,17,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
12220,20,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,0
14493,36,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
4419,21,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
6950,27,Self-emp-not-inc,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
9162,22,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
7661,17,Private,132652,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,United-States,0
6824,17,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,0
14769,31,Local-gov,132652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,0
10641,25,Private,132652,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,United-States,0
9329,19,Self-emp-not-inc,132652,HS-grad,9,Never-married,?,Other-relative,White,Male,United-States,0
16561,36,Private,132652,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,0
4877,21,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
8617,41,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
16012,28,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
6723,28,Private,132652,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,United-States,0
14184,60,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
4722,42,Private,132652,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,United-States,0
1947,29,Local-gov,132652,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
7007,23,State-gov,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
1125,31,Private,132652,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0
1348,18,Private,132652,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
14269,51,Private,132652,HS-grad,9,Widowed,Sales,Unmarried,White,Female,United-States,0
11766,41,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,0
8792,36,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,United-States,1
1798,50,Federal-gov,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
3470,20,Private,132652,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,United-States,0
16119,19,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
5411,21,Private,132652,12th,8,Never-married,Craft-repair,Other-relative,White,Male,United-States,0
16644,17,?,132652,10th,6,Married-civ-spouse,?,Wife,White,Female,United-States,0
10709,24,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
9230,32,Private,132652,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,United-States,0
4879,21,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
1268,50,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
4264,31,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
13701,19,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
11877,20,Private,132652,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,United-States,0
1323,28,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,0
4217,19,Private,132652,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,0
8970,21,Private,132652,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,United-States,0
13272,27,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States,1
7494,35,Private,132652,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
4533,19,Private,132652,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
8205,36,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
13033,36,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
10505,20,Private,132652,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,0
931,36,Private,132652,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
9956,19,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,1
15572,17,Private,132652,Assoc-voc,11,Divorced,Sales,Other-relative,Black,Female,United-States,0
16913,30,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
11073,18,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
13459,37,Private,132652,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
8446,24,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,0
16627,37,Private,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
6991,17,Private,132652,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
4272,24,Private,132652,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Male,United-States,0
3529,19,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
2561,37,Private,132652,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,1
7595,22,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
9802,23,State-gov,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
4614,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
4054,18,Private,132652,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
8274,26,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
16559,17,Private,132652,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
12013,23,Local-gov,132652,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
12125,33,Private,132652,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,0
8997,36,Private,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
14630,23,Private,132652,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,United-States,0
5974,31,?,132652,Bachelors,13,Divorced,?,Not-in-family,White,Male,United-States,0
8333,24,Private,132652,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,0
11698,25,Private,132652,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States,0
2910,24,Private,132652,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,United-States,0
6096,36,State-gov,132652,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,0
10446,50,State-gov,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
5414,24,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,0
6657,43,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
3550,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
5154,38,Private,132652,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,United-States,0
10747,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
12411,18,Private,132652,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
9609,29,Local-gov,132652,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,United-States,0
